target,league,selection,min_edge,min_odds,max_odds,bets,profit_units,roi,hit_rate,avg_odds,tested_seasons,positive_seasons,worst_season_roi
OU25,Greece Super League,OVER25,0.12,1.5,3.0,127,25.630000000000003,0.20181102362204725,0.5590551181102362,2.1615748031496067,3,3,0.02757575757575758
OU25,Greece Super League,OVER25,0.12,1.65,3.0,122,24.24,0.19868852459016392,0.5491803278688525,2.184590163934426,3,3,0.02757575757575758
OU25,Greece Super League,TUTTI,0.12,1.8,2.5,136,25.54,0.1877941176470588,0.5514705882352942,2.1451470588235293,3,3,0.08938775510204082
OU25,Greece Super League,TUTTI,0.05,2.0,2.5,238,42.51,0.17861344537815124,0.5336134453781513,2.209789915966387,3,3,0.14767123287671235
OU25,Greece Super League,TUTTI,0.12,1.35,2.5,151,26.799999999999997,0.17748344370860925,0.5629139072847682,2.09682119205298,3,3,0.08098039215686273
OU25,Greece Super League,TUTTI,0.12,1.5,2.5,150,26.39,0.17593333333333333,0.56,2.1014,3,3,0.08098039215686273
OU25,Greece Super League,OVER25,0.05,1.65,2.5,262,45.629999999999995,0.17416030534351143,0.5610687022900763,2.1126335877862594,3,3,0.05067567567567568
OU25,Greece Super League,TUTTI,0.09,2.0,3.0,176,30.36,0.1725,0.5170454545454546,2.298181818181818,3,3,0.12305084745762708
OU25,Greece Super League,OVER25,0.05,2.0,2.5,184,31.34,0.17032608695652174,0.5271739130434783,2.2179347826086957,3,3,0.09368421052631576
OU25,Greece Super League,TUTTI,0.12,1.65,2.5,144,24.419999999999998,0.1695833333333333,0.5486111111111112,2.1224305555555554,3,3,0.08098039215686273
OU25,Greece Super League,OVER25,0.05,1.35,2.5,275,46.62,0.16952727272727272,0.5672727272727273,2.0867272727272725,3,3,0.04355263157894735
OU25,Greece Super League,OVER25,0.05,1.65,3.0,281,47.53,0.16914590747330963,0.5516014234875445,2.148683274021353,3,3,0.03929411764705882
OU25,Greece Super League,OVER25,0.05,1.5,2.5,274,46.209999999999994,0.16864963503649633,0.5656934306569343,2.089197080291971,3,3,0.04355263157894735
OU25,Greece Super League,TUTTI,0.07,2.0,3.0,224,37.379999999999995,0.16687499999999997,0.5178571428571429,2.2845535714285714,3,3,0.06896103896103897
