target,league,selection,min_edge,min_odds,max_odds,bets,profit_units,roi,hit_rate,avg_odds,tested_seasons,positive_seasons,worst_season_roi
BTTS,La Liga,TUTTI,0.12,1.4,,142,2.2399999999999998,0.015774647887323943,0.4014084507042254,2.5284507042253517,3,3,0.01173913043478261
BTTS,La Liga,TUTTI,0.12,1.55,4.0,142,2.2399999999999998,0.015774647887323943,0.4014084507042254,2.5284507042253517,3,3,0.01173913043478261
BTTS,La Liga,TUTTI,0.12,1.55,,142,2.2399999999999998,0.015774647887323943,0.4014084507042254,2.5284507042253517,3,3,0.01173913043478261
BTTS,La Liga,BTTS_YES,0.12,1.4,3.0,43,0.6499999999999995,0.01511627906976743,0.4186046511627907,2.378604651162791,0,0,
BTTS,La Liga,BTTS_YES,0.12,1.55,3.0,43,0.6499999999999995,0.01511627906976743,0.4186046511627907,2.378604651162791,0,0,
OU25,Premier League,UNDER25,0.12,2.0,4.0,305,4.490000000000004,0.014721311475409848,0.3639344262295082,2.8447540983606556,7,4,-0.29458333333333336
BTTS,Serie A,BTTS_YES,0.07,2.0,3.0,105,1.4299999999999988,0.013619047619047607,0.44761904761904764,2.2655238095238093,1,1,0.3904347826086957
BTTS,Serie A,BTTS_YES,0.07,2.0,4.0,105,1.4299999999999988,0.013619047619047607,0.44761904761904764,2.2655238095238093,1,1,0.3904347826086957
BTTS,Serie A,BTTS_YES,0.07,2.0,,105,1.4299999999999988,0.013619047619047607,0.44761904761904764,2.2655238095238093,1,1,0.3904347826086957
OU25,La Liga,TUTTI,0.09,1.85,2.5,470,6.29,0.013382978723404255,0.44893617021276594,2.2627659574468084,11,6,-0.47954545454545455
BTTS,La Liga,BTTS_NO,0.12,1.4,2.5,44,0.5500000000000007,0.012500000000000016,0.4318181818181818,2.341818181818182,0,0,
BTTS,La Liga,BTTS_NO,0.12,1.55,2.5,44,0.5500000000000007,0.012500000000000016,0.4318181818181818,2.341818181818182,0,0,
BTTS,La Liga,BTTS_NO,0.12,1.7,2.5,44,0.5500000000000007,0.012500000000000016,0.4318181818181818,2.341818181818182,0,0,
BTTS,La Liga,BTTS_NO,0.12,1.85,2.5,44,0.5500000000000007,0.012500000000000016,0.4318181818181818,2.341818181818182,0,0,
BTTS,La Liga,BTTS_NO,0.12,2.0,2.5,44,0.5500000000000007,0.012500000000000016,0.4318181818181818,2.341818181818182,0,0,
BTTS,La Liga,TUTTI,0.12,1.7,4.0,141,1.5500000000000012,0.010992907801418449,0.3971631205673759,2.5343971631205675,3,3,0.01173913043478261
BTTS,La Liga,TUTTI,0.12,1.7,,141,1.5500000000000012,0.010992907801418449,0.3971631205673759,2.5343971631205675,3,3,0.01173913043478261
