league,selection,min_edge,season,bets,profit_units,roi,hit_rate,avg_odds
La Liga,TUTTI,0.12,2324,108,-23.52,-0.21777777777777776,0.39814814814814814,2.159074074074074
La Liga,TUTTI,0.12,2425,111,13.109999999999998,0.11810810810810808,0.5135135135135135,2.2695495495495495
La Liga,TUTTI,0.12,2526,103,6.119999999999997,0.05941747572815532,0.49514563106796117,2.22495145631068
Ligue 1,OVER25,0.12,TOTALE,201,-42.84,-0.21313432835820897,0.4228855721393035,1.8758706467661692
Ligue 1,OVER25,0.12,2122,16,-0.26000000000000023,-0.016250000000000014,0.5,1.9718749999999998
Ligue 1,OVER25,0.12,2223,67,-5.359999999999999,-0.07999999999999999,0.4925373134328358,1.874029850746269
Ligue 1,OVER25,0.12,2324,41,-4.6000000000000005,-0.11219512195121953,0.4878048780487805,1.8273170731707318
Ligue 1,OVER25,0.12,2425,50,-20.099999999999998,-0.40199999999999997,0.32,1.9096000000000002
Ligue 1,OVER25,0.12,2526,27,-12.520000000000001,-0.46370370370370373,0.2962962962962963,1.8348148148148147
Ligue 1,UNDER25,0.12,TOTALE,204,-24.119999999999997,-0.11823529411764705,0.4019607843137255,2.3088725490196076
Ligue 1,UNDER25,0.12,2122,60,-8.23,-0.1371666666666667,0.4166666666666667,2.138833333333333
Ligue 1,UNDER25,0.12,2223,30,-7.5699999999999985,-0.2523333333333333,0.3333333333333333,2.490333333333333
Ligue 1,UNDER25,0.12,2324,41,-3.9800000000000004,-0.09707317073170733,0.43902439024390244,2.145609756097561
Ligue 1,UNDER25,0.12,2425,35,-6.040000000000001,-0.1725714285714286,0.34285714285714286,2.595714285714286
Ligue 1,UNDER25,0.12,2526,38,1.7000000000000004,0.044736842105263165,0.4473684210526316,2.3460526315789476
Ligue 1,TUTTI,0.12,TOTALE,405,-66.96,-0.1653333333333333,0.4123456790123457,2.093975308641975
Ligue 1,TUTTI,0.12,2122,76,-8.489999999999998,-0.11171052631578945,0.4342105263157895,2.103684210526316
Ligue 1,TUTTI,0.12,2223,97,-12.93,-0.13329896907216496,0.44329896907216493,2.0646391752577316
Ligue 1,TUTTI,0.12,2324,82,-8.580000000000002,-0.10463414634146344,0.4634146341463415,1.9864634146341462
Ligue 1,TUTTI,0.12,2425,85,-26.14,-0.3075294117647059,0.32941176470588235,2.1921176470588235
Ligue 1,TUTTI,0.12,2526,65,-10.82,-0.16646153846153847,0.38461538461538464,2.1336923076923076
TUTTI,OVER25,0.12,TOTALE,1172,-105.67,-0.09016211604095563,0.48293515358361777,1.9248720136518769
TUTTI,OVER25,0.12,2122,143,-10.75,-0.07517482517482517,0.48951048951048953,1.9353146853146854
TUTTI,OVER25,0.12,2223,255,-22.630000000000003,-0.0887450980392157,0.49411764705882355,1.8711764705882352
TUTTI,OVER25,0.12,2324,278,-32.15,-0.11564748201438849,0.5,1.846726618705036
TUTTI,OVER25,0.12,2425,249,-25.240000000000002,-0.10136546184738957,0.4578313253012048,1.9928112449799196
TUTTI,OVER25,0.12,2526,247,-14.899999999999999,-0.06032388663967611,0.47368421052631576,1.9937246963562756
TUTTI,UNDER25,0.12,TOTALE,1099,-56.91,-0.05178343949044586,0.445859872611465,2.2597816196542313
TUTTI,UNDER25,0.12,2122,238,-7.75,-0.032563025210084036,0.453781512605042,2.249747899159664
TUTTI,UNDER25,0.12,2223,232,-21.44,-0.09241379310344829,0.44396551724137934,2.174741379310345
TUTTI,UNDER25,0.12,2324,221,-27.23,-0.12321266968325792,0.4117647058823529,2.3223076923076924
TUTTI,UNDER25,0.12,2425,197,6.139999999999998,0.03116751269035532,0.4720812182741117,2.366040609137056
TUTTI,UNDER25,0.12,2526,211,-6.63,-0.0314218009478673,0.45023696682464454,2.1999052132701418
TUTTI,TUTTI,0.12,TOTALE,2271,-162.57999999999998,-0.07158960810215763,0.46499339498018494,2.086944077498899
TUTTI,TUTTI,0.12,2122,381,-18.5,-0.048556430446194225,0.4671916010498688,2.131732283464567
TUTTI,TUTTI,0.12,2223,487,-44.07,-0.09049281314168378,0.4702258726899384,2.0157905544147843
TUTTI,TUTTI,0.12,2324,499,-59.38000000000001,-0.11899799599198399,0.46092184368737477,2.0573547094188376
TUTTI,TUTTI,0.12,2425,446,-19.099999999999998,-0.04282511210762331,0.4641255605381166,2.157668161434978
TUTTI,TUTTI,0.12,2526,458,-21.530000000000005,-0.04700873362445416,0.462882096069869,2.0887117903930132
